"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","1","0","1"
"BY MAIL","57","29","1","2","26","0","115","5","COUNTY TRANSFER - OUT","79","68","0","1","39","4","191"
"DESIGNATED STATE AGENCIES","2","2","0","0","2","0","6","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","1","DEATH NOTICE","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","12","3","0","0","5","0","20","3","DUPLICATE","13","5","0","0","4","0","22"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","8","2","0","0","2","0","12"
"IN PERSON","2","0","0","0","1","0","3","1","MENTAL INCOMPETENCY","0","0","0","0","1","0","1"
"MOTOR VEHICLE ADMINISTRATION","243","154","6","4","170","10","587","34","MOVED OUT OF STATE","27","24","0","0","22","4","77"
"NVRA BY MAIL","8","3","0","1","1","0","13","1","OTHER","17","2","0","0","9","1","29"
"OTHER MEANS","1","1","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","325","192","7","7","205","10","746","46","TOTAL","144","101","0","1","78","9","333"
