"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","152","41","2","1","67","3","266","5","COUNTY TRANSFER - OUT","199","101","1","0","73","2","376"
"DESIGNATED STATE AGENCIES","0","1","0","0","1","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","565","267","1","0","98","5","936"
"FROM ANOTHER BOARD","8","6","0","0","3","0","17","0","DUPLICATE","63","27","0","0","21","1","112"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","1","0","1"
"IN PERSON","1","1","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","758","228","7","9","580","14","1,596","43","MOVED OUT OF STATE","607","359","8","3","266","1","1,244"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","OTHER","159","40","5","1","77","3","285"
"OTHER MEANS","13","5","0","0","6","0","24","3","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4,319","1,928","33","18","2,070","8","8,376"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","4","0","0","1","4","0","9","0","","","","","","","",""
"TOTAL","937","282","9","11","661","17","1,917","51","TOTAL","5,912","2,722","48","22","2,606","20","11,330"
