"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","9","8","0","0","6","1","24","1","COUNTY TRANSFER - OUT","16","8","2","0","9","0","35"
"DESIGNATED STATE AGENCIES","1","0","0","0","1","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","36","29","0","0","5","2","72"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","4","0","0","1","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","87","104","3","4","71","1","270","50","MOVED OUT OF STATE","2","13","0","0","1","0","16"
"NVRA BY MAIL","2","3","0","0","1","0","6","0","OTHER","16","11","1","0","14","2","44"
"OTHER MEANS","0","0","0","0","0","0","0","3","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","3","0","0","4","2","13"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","100","119","3","4","80","2","308","54","TOTAL","74","64","3","0","34","6","181"
