"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","13","12","0","0","9","0","34","7","COUNTY TRANSFER - OUT","31","27","0","0","16","0","74"
"DESIGNATED STATE AGENCIES","0","0","0","0","2","0","2","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","16","5","0","0","1","1","23"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","4","0","0","0","1","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","3","1","0","0","2","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","63","47","1","0","52","7","170","39","MOVED OUT OF STATE","1","6","0","0","2","1","10"
"NVRA BY MAIL","4","0","0","0","0","0","4","0","OTHER","9","10","0","0","5","0","24"
"OTHER MEANS","2","0","0","0","1","0","3","9","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","43","30","0","0","15","1","89"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","85","60","1","0","66","7","219","56","TOTAL","104","78","0","0","40","3","225"
