"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","15","20","2","1","7","0","45","0","COUNTY TRANSFER - OUT","29","32","0","0","15","0","76"
"DESIGNATED STATE AGENCIES","0","2","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","44","30","0","0","10","0","84"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","1","2","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","3","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","84","83","2","1","77","0","247","25","MOVED OUT OF STATE","5","13","0","0","6","0","24"
"NVRA BY MAIL","2","4","0","0","2","0","8","0","OTHER","4","3","0","0","2","0","9"
"OTHER MEANS","0","1","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","4","0","0","3","0","13"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","5","13","0","0","2","0","20","0","","","","","","","",""
"TOTAL","106","126","4","2","89","0","327","25","TOTAL","89","84","0","0","37","0","210"
