"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","6","5","0","0","2","0","13","1","COUNTY TRANSFER - OUT","10","7","0","0","8","0","25"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","3","2","0","0","3","0","8"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","64","37","0","0","4","1","106"
"FROM ANOTHER BOARD","0","1","0","0","0","0","1","0","DUPLICATE","2","1","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","49","60","0","0","22","1","132"
"IN PERSON","0","1","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","34","45","1","0","35","0","115","17","MOVED OUT OF STATE","3","8","0","0","2","0","13"
"NVRA BY MAIL","3","2","0","0","1","0","6","1","OTHER","2","1","0","0","0","0","3"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","84","67","2","1","43","5","202"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","0","0","0","1","0","3","0","","","","","","","",""
"TOTAL","45","54","1","0","39","0","139","19","TOTAL","218","183","2","1","82","7","493"
