"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","0","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","58","61","0","0","2","2","24","0","147","11","COUNTY TRANSFER - OUT","34","41","1","0","0","0","23","0","99"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","2","CRIMINAL CONVICTION","0","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","60","59","0","0","0","0","13","1","133"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","3","0","0","0","0","1","0","4","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","13","26","1","0","0","0","11","0","51","42","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","115","118","1","0","2","1","87","0","324","68","MOVED OUT OF STATE","31","47","0","0","0","0","16","0","94"
"NVRA BY MAIL","1","2","0","0","0","0","3","0","6","0","OTHER","2","4","0","0","0","0","0","0","6"
"OTHER MEANS","2","3","0","0","0","0","1","0","6","2","VOTER REQUEST","0","0","0","0","0","0","2","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","18","0","0","0","0","3","0","27"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","191","215","2","0","4","3","127","0","542","126","TOTAL","133","170","1","0","0","0","57","1","362"
