"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","1","0","0","0","0","2","0","6","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","45","42","0","0","12","3","35","1","138","21","COUNTY TRANSFER - OUT","36","36","0","0","0","0","21","0","93"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","2","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","56","62","0","0","0","0","17","0","135"
"FROM ANOTHER BOARD","3","0","0","0","0","0","0","0","3","6","DUPLICATE","1","1","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","2","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","0","1"
"IN PERSON","18","21","0","0","0","0","10","1","50","31","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","152","101","1","0","2","4","124","0","384","86","MOVED OUT OF STATE","45","50","0","0","0","3","23","0","121"
"NVRA BY MAIL","7","8","0","0","0","1","0","0","16","0","OTHER","11","12","0","0","1","0","11","0","35"
"OTHER MEANS","6","4","0","0","0","0","5","0","15","6","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","2","0","0","0","0","0","0","2","3","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"TOTAL","234","179","1","0","14","8","179","2","617","156","TOTAL","150","161","0","0","1","3","72","0","387"
