"Kent","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","7","4","0","0","0","0","2","0","13","0","COUNTY TRANSFER - OUT","5","9","0","0","0","0","2","0","16"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","1","0","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","1","0","0","0","0","0","0","1","0","DEATH NOTICE","18","12","0","0","0","0","4","0","34"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","1","0","0","0","0","0","0","2","1","MAIL VERIFICATION (NVRA)","16","6","0","0","0","0","3","0","25"
"IN PERSON","0","2","0","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","9","8","0","0","0","0","7","0","24","3","MOVED OUT OF STATE","15","7","0","0","0","0","6","0","28"
"NVRA BY MAIL","0","1","0","0","0","0","0","0","1","0","OTHER","2","0","0","0","0","0","1","0","3"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","134","74","7","0","0","1","94","9","319"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","17","18","0","0","0","0","9","0","44","5","TOTAL","191","109","7","0","0","1","111","9","428"
