"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","2","0","4","0","BOARD ACTION","3","0","0","0","0","0","3","0","6"
"BY MAIL","455","189","9","0","12","9","151","6","831","6","COUNTY TRANSFER-OUT","615","233","6","0","0","7","161","9","1,031"
"DESIGNATED STATE AGENCIES","9","2","0","0","0","0","3","0","14","0","CRIMINAL CONVICTION","34","15","0","0","0","0","8","2","59"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","549","171","0","0","0","0","26","8","754"
"FROM ANOTHER BOARD","5","2","0","0","1","0","2","0","10","0","DUPLICATE","65","22","0","0","0","0","18","0","105"
"PROVISIONAL BALLOT","56","6","0","0","0","0","5","0","67","0","MAIL VERIFICATION (NVRA)","651","292","7","0","1","1","199","14","1,165"
"IN PERSON","127","46","1","0","0","2","34","0","210","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","1","1"
"MOTOR VEHICLE ADMINISTRATION","672","242","3","0","8","14","274","4","1,217","6","MOVED OUT OF STATE","352","201","2","0","0","4","101","8","668"
"NVRA BY MAIL","66","17","0","0","1","0","25","1","110","4","OTHER","78","25","0","0","0","0","23","1","127"
"OTHER MEANS","26","6","0","0","3","0","8","0","43","235","VOTER REQUEST","3","1","0","0","0","0","1","0","5"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","22","7","0","0","0","0","4","42","75"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","1,419","510","13","0","25","25","504","11","2,507","254","TOTAL","2,372","967","15","0","1","12","544","85","3,996"
