"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","6","2","1","0","1","0","4","0","14","14","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","243","77","4","0","21","2","129","1","477","321","COUNTY TRANSFER - OUT","123","81","1","0","4","0","57","0","266"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","2","0","0","0","0","0","0","0","2","11","DEATH NOTICE","743","356","1","0","0","0","132","5","1,237"
"FROM ANOTHER BOARD","8","2","0","0","1","0","5","0","16","1","DUPLICATE","1","0","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","27","6","0","0","0","0","16","2","51","112","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","14","6","0","0","0","0","7","0","27","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","370","106","6","0","9","2","283","4","780","252","MOVED OUT OF STATE","580","222","2","0","1","2","236","9","1,052"
"NVRA BY MAIL","0","2","0","0","0","0","0","0","2","0","OTHER","23","9","0","0","1","0","18","0","51"
"OTHER MEANS","24","4","0","0","0","0","10","1","39","49","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","7","10","0","0","0","0","10","0","27"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","2","0","","","","","","","","","",""
"TOTAL","696","205","11","0","32","4","455","8","1,411","761","TOTAL","1,477","678","4","0","6","2","453","14","2,634"
