"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","1","0","1"
"BY MAIL","15","7","0","0","0","0","9","1","32","237","COUNTY TRANSFER - OUT","20","19","0","0","0","0","7","1","47"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","51","25","0","0","0","0","2","0","78"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","2","0","0","0","0","0","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","100","45","0","0","3","2","38","1","189","65","MOVED OUT OF STATE","13","15","0","0","0","0","7","0","35"
"NVRA BY MAIL","0","0","0","0","0","0","1","0","1","0","OTHER","9","7","0","0","0","0","3","0","19"
"OTHER MEANS","14","4","0","0","0","0","5","1","24","19","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","675","504","15","0","4","13","558","27","1,796"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","131","58","0","0","3","2","54","3","251","324","TOTAL","769","571","15","0","4","13","578","28","1,978"
