"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","53","32","0","0","3","1","13","0","102","0","COUNTY TRANSFER - OUT","149","108","3","0","1","5","56","0","322"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","69","43","0","0","0","0","10","0","122"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","1","0","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","4","4","0","0","0","0","2","0","10","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","13","8","1","0","1","1","2","0","26","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","104","104","1","0","3","1","80","2","295","1","MOVED OUT OF STATE","130","197","5","0","0","0","64","5","401"
"NVRA BY MAIL","1","3","0","0","0","0","3","0","7","0","OTHER","4","4","0","0","0","0","8","0","16"
"OTHER MEANS","1","3","0","0","0","0","0","0","4","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","10","7","1","0","0","0","4","0","22"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","176","155","2","0","7","3","100","2","445","2","TOTAL","363","360","9","0","1","5","142","5","885"
