"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","3","0","0","0","0","0","1","0","4"
"BY MAIL","29","10","0","0","0","0","15","0","54","19","COUNTY TRANSFER - OUT","15","8","0","0","0","0","18","0","41"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","1","0","0","0","0","3","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","47","20","0","0","0","0","2","0","69"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","1","3","2","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","0","2","20","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","10","4","0","0","0","0","5","2","21","22","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","118","40","0","0","1","0","41","0","200","47","MOVED OUT OF STATE","43","23","0","0","0","1","13","0","80"
"NVRA BY MAIL","1","2","0","0","0","0","2","0","5","0","OTHER","3","0","1","0","0","0","0","0","4"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","2","0","3","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"TOTAL","161","56","0","0","1","0","67","3","288","113","TOTAL","113","52","1","0","0","1","37","0","204"
