"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","0","0","2","1","BOARD ACTION","7","2","0","0","0","0","0","0","9"
"BY MAIL","501","103","4","0","3","6","135","6","758","164","COUNTY TRANSFER - OUT","542","89","5","0","3","1","98","2","740"
"DESIGNATED STATE AGENCIES","1","2","0","0","0","0","0","0","3","0","CRIMINAL CONVICTION","1","0","0","0","0","0","2","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","1","DEATH NOTICE","472","43","1","0","0","1","24","0","541"
"FROM ANOTHER BOARD","33","6","0","0","0","0","10","0","49","6","DUPLICATE","5","0","0","0","0","0","4","0","9"
"PROVISIONAL BALLOT","44","4","0","0","0","0","4","0","52","18","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","70","23","0","0","0","0","18","3","114","238","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","631","125","3","0","5","9","207","2","982","194","MOVED OUT OF STATE","24","4","0","0","0","0","7","0","35"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","32","6","0","0","0","0","7","0","45"
"OTHER MEANS","82","7","1","0","2","0","12","0","104","40","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","0","0","1","0","3"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","3","","","","","","","","","",""
"TOTAL","1,363","271","8","0","10","15","386","11","2,064","665","TOTAL","1,084","146","6","0","3","2","143","2","1,386"
