"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","0","0","2","3","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","158","101","0","0","25","3","99","2","388","58","COUNTY TRANSFER - OUT","165","93","1","0","0","4","79","2","344"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","1","1","0","0","0","0","1","0","3","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","10","4","0","0","0","0","2","0","16","250","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","21","21","0","0","1","0","15","0","58","44","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","284","221","3","0","6","11","228","0","753","177","MOVED OUT OF STATE","14","5","0","0","0","0","2","0","21"
"NVRA BY MAIL","9","2","0","0","0","0","6","0","17","4","OTHER","8","2","0","0","0","1","4","0","15"
"OTHER MEANS","11","3","0","0","0","1","2","0","17","39","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"TOTAL","498","353","3","0","32","15","354","2","1,257","576","TOTAL","188","101","1","0","0","5","85","2","382"
