"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","12","5","0","0","2","0","19","0","COUNTY TRANSFER - OUT","11","13","0","0","6","0","30"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","13","6","0","0","0","0","19"
"FROM ANOTHER BOARD","4","4","2","0","2","0","12","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","19","14","0","0","11","1","45"
"IN PERSON","1","0","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","25","11","1","1","21","0","59","17","MOVED OUT OF STATE","1","3","0","0","4","0","8"
"NVRA BY MAIL","2","0","0","0","0","0","2","0","OTHER","2","0","0","0","1","0","3"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","1","0","3"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","44","20","3","1","26","0","94","17","TOTAL","49","37","0","0","24","1","111"
