"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","22","3","0","0","4","0","29","1","BOARD ACTION","7","1","0","0","0","0","8"
"BY MAIL","336","57","4","0","89","11","497","15","COUNTY TRANSFER - OUT","387","73","6","0","75","2","543"
"DESIGNATED STATE AGENCIES","1","1","0","0","1","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","50","12","0","0","3","0","65","2","DEATH NOTICE","2","0","0","0","0","0","2"
"FROM ANOTHER BOARD","26","4","1","0","7","1","39","1","DUPLICATE","22","5","1","0","5","0","33"
"PROVISIONAL BALLOT","2","0","0","0","0","0","2","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","72","2","0","0","17","1","92","1","MENTAL INCOMPETENCY","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","704","170","5","6","308","4","1,197","50","MOVED OUT OF STATE","12","5","0","0","1","0","18"
"NVRA BY MAIL","17","3","0","0","4","0","24","0","OTHER","15","1","0","0","4","0","20"
"OTHER MEANS","49","9","1","0","14","2","75","2","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","104","2","1","0","11","1","119","0","","","","","","","",""
"TOTAL","1,383","263","12","6","458","20","2,142","73","TOTAL","448","85","7","0","85","2","627"
