"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","51","31","1","1","33","2","119","6","COUNTY TRANSFER - OUT","119","69","1","1","51","4","245"
"DESIGNATED STATE AGENCIES","3","0","0","0","1","0","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","101","60","0","1","20","1","183"
"FROM ANOTHER BOARD","9","9","0","0","3","0","21","4","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","8","1","0","0","4","0","13"
"IN PERSON","7","10","1","0","3","0","21","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","238","150","5","4","215","11","623","52","MOVED OUT OF STATE","24","33","1","0","15","0","73"
"NVRA BY MAIL","10","6","0","0","5","0","21","1","OTHER","3","2","0","0","2","0","7"
"OTHER MEANS","5","2","0","0","2","0","9","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","323","208","7","5","262","13","818","65","TOTAL","255","167","2","2","92","5","523"
