"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","14","2","0","0","0","0","16","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","182","75","0","2","78","3","340","26","COUNTY TRANSFER-OUT","393","144","6","0","99","10","652"
"DESIGNATED STATE AGENCIES","5","3","0","0","4","0","12","2","CRIMINAL CONVICTION","31","10","0","0","2","0","43"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","784","271","1","0","33","9","1,098"
"FROM ANOTHER BOARD","24","10","0","0","7","0","41","4","DUPLICATE","18","5","0","0","3","0","26"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","14","5","0","0","5","1","25"
"IN PERSON","1","1","0","0","3","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","910","362","9","9","489","19","1,798","63","MOVED OUT OF STATE","62","67","4","0","38","4","175"
"NVRA BY MAIL","12","5","0","0","10","1","28","0","OTHER","16","4","0","0","8","0","28"
"OTHER MEANS","12","5","0","0","4","0","21","118","VOTER REQUEST","1","1","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","1","0","0","0","0","6"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","4","0","0","1","2","1","8","0","","","","","","","",""
"TOTAL","1,165","463","9","12","597","24","2,270","214","TOTAL","1,324","508","11","0","188","24","2,055"
