"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","37","5","0","0","4","0","46","5","BOARD ACTION","18","7","0","1","5","0","31"
"BY MAIL","1,246","458","13","14","512","28","2,271","92","COUNTY TRANSFER - OUT","2,167","1,022","26","8","684","69","3,976"
"DESIGNATED STATE AGENCIES","165","33","0","1","63","2","264","2","CRIMINAL CONVICTION","156","42","1","0","30","9","238"
"ELDERLY / DISABLED","52","12","0","0","3","0","67","3","DEATH NOTICE","1,887","826","2","1","143","44","2,903"
"FROM ANOTHER BOARD","552","170","7","4","197","14","944","12","DUPLICATE","58","20","1","0","16","1","96"
"PROVISIONAL BALLOT","4","0","0","0","0","0","4","2","MAIL VERIFICATION (NVRA)","554","177","2","2","111","65","911"
"IN PERSON","125","39","1","1","34","2","202","4","MENTAL INCOMPETENCY","4","2","0","0","1","0","7"
"MOTOR VEHICLE ADMINISTRATION","5,117","2,452","45","67","3,234","89","11,004","751","MOVED OUT OF STATE","1,013","687","11","2","389","49","2,151"
"NVRA BY MAIL","121","128","0","1","91","5","346","5","OTHER","111","39","2","1","46","2","201"
"OTHER MEANS","209","47","3","2","83","3","347","145","VOTER REQUEST","9","9","0","0","6","0","24"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","9,632","6,481","83","42","4,910","45","21,193"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","116","23","2","2","22","2","167","0","","","","","","","",""
"TOTAL","7,744","3,367","71","92","4,243","145","15,662","1,021","TOTAL","15,609","9,312","128","57","6,341","284","31,731"
