"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","8","9","0","0","5","0","22","0","COUNTY TRANSFER - OUT","23","21","0","0","10","0","54"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","1","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","11","14","0","0","3","0","28"
"FROM ANOTHER BOARD","1","2","0","0","0","0","3","0","DUPLICATE","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4","2","0","0","2","0","8"
"IN PERSON","0","3","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","46","67","3","0","63","1","180","5","MOVED OUT OF STATE","7","6","0","0","4","0","17"
"NVRA BY MAIL","2","1","0","0","2","1","6","0","OTHER","1","0","0","0","1","0","2"
"OTHER MEANS","1","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","7","0","0","3","0","16"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","6","0","0","2","0","9","0","","","","","","","",""
"TOTAL","59","88","3","0","72","2","224","5","TOTAL","54","51","0","0","24","0","129"
