"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","75","50","0","1","35","0","161","3","COUNTY TRANSFER - OUT","211","143","0","2","98","0","454"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","7","2","0","0","5","0","14"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","315","166","1","0","40","2","524"
"FROM ANOTHER BOARD","1","5","0","0","0","0","6","0","DUPLICATE","3","1","0","0","0","0","4"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","1","0","0","2","0","6"
"IN PERSON","6","2","0","0","3","0","11","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","480","374","4","12","386","0","1,256","163","MOVED OUT OF STATE","50","53","0","1","24","0","128"
"NVRA BY MAIL","10","22","0","0","12","0","44","2","OTHER","8","5","0","0","5","0","18"
"OTHER MEANS","5","0","0","0","0","0","5","1","VOTER REQUEST","4","6","0","0","5","0","15"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3,325","3,267","29","17","1,812","6","8,456"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","578","453","4","13","436","0","1,484","170","TOTAL","3,926","3,644","30","20","1,991","8","9,619"
