"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","13","7","0","0","3","0","23","0","COUNTY TRANSFER - OUT","16","17","1","0","6","0","40"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","2","0","CRIMINAL CONVICTION","7","11","0","0","2","1","21"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","20","15","0","0","1","0","36"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","95","70","1","3","59","3","231","7","MOVED OUT OF STATE","7","14","0","0","5","0","26"
"NVRA BY MAIL","3","4","0","0","3","0","10","0","OTHER","3","1","0","0","1","0","5"
"OTHER MEANS","0","2","0","0","0","0","2","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","113","84","1","3","65","3","269","8","TOTAL","53","58","1","0","15","1","128"
