"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","1","0","1"
"BY MAIL","19","5","0","1","10","0","35","6","COUNTY TRANSFER - OUT","50","20","0","0","13","2","85"
"DESIGNATED STATE AGENCIES","0","2","0","0","0","0","2","0","CRIMINAL CONVICTION","0","2","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","13","9","0","0","1","1","24"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","2","DUPLICATE","3","2","0","0","0","0","5"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","2","0","0","0","0","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","213","71","2","0","108","6","400","88","MOVED OUT OF STATE","20","28","0","0","6","0","54"
"NVRA BY MAIL","9","9","0","0","0","0","18","1","OTHER","4","2","0","0","5","0","11"
"OTHER MEANS","4","1","0","0","1","0","6","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","2","0","0","2","1","7"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","249","88","2","1","119","6","465","98","TOTAL","92","65","0","0","29","4","190"
