"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","5","5","0","0","9","0","19","0","COUNTY TRANSFER - OUT","9","10","0","0","3","0","22"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","9","7","0","0","0","1","17"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","5","0","0","2","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","13","26","0","0","17","0","56","0","MOVED OUT OF STATE","0","1","0","0","2","0","3"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","1","0","1"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","20","37","0","0","28","0","85","0","TOTAL","18","18","0","0","6","1","43"
