"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","2","0","2","0","BOARD ACTION","5","2","0","0","0","0","0","0","7"
"BY MAIL","150","52","2","0","4","0","53","0","261","15","COUNTY TRANSFER - OUT","360","73","1","0","0","2","62","2","500"
"DESIGNATED STATE AGENCIES","3","1","0","0","0","0","2","0","6","1","CRIMINAL CONVICTION","2","0","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","2","0","0","0","0","0","0","0","2","0","DEATH NOTICE","508","46","0","0","1","0","26","1","582"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","1","DUPLICATE","0","0","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","391","81","0","2","31","2","103","2","612","112","MOVED OUT OF STATE","177","34","3","0","1","1","56","0","272"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","24","3","0","0","0","0","4","0","31"
"OTHER MEANS","9","2","0","0","0","0","1","0","12","3","VOTER REQUEST","2","0","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","36","6","0","0","0","0","10","0","52"
"SOCIAL SERVICES","7","2","1","0","0","0","3","0","13","0","","","","","","","","","",""
"VOLUNTEER","9","0","0","0","0","0","0","0","9","0","","","","","","","","","",""
"TOTAL","573","138","3","2","35","2","164","2","919","132","TOTAL","1,114","164","4","0","2","3","159","3","1,449"
