"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","2","0","0","1","0","2","0","8","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","93","12","0","0","6","1","22","0","134","6","COUNTY TRANSFER - OUT","135","31","0","0","3","0","22","15","206"
"DESIGNATED STATE AGENCIES","19","2","1","0","1","0","4","0","27","0","CRIMINAL CONVICTION","10","1","0","0","0","0","1","0","12"
"ELDERLY / DISABLED","1","0","0","0","0","0","1","0","2","2","DEATH NOTICE","359","76","0","0","2","0","14","16","467"
"FROM ANOTHER BOARD","349","74","0","0","17","5","93","2","540","13","DUPLICATE","10","0","0","0","0","0","1","0","11"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","10","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","1","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","373","23","1","1","26","1","97","0","522","23","MOVED OUT OF STATE","116","22","1","0","0","0","11","8","158"
"NVRA BY MAIL","3","0","0","0","0","0","0","0","3","0","OTHER","25","1","0","0","0","0","2","0","28"
"OTHER MEANS","50","0","0","0","4","0","16","0","70","6","VOTER REQUEST","3","0","0","0","0","0","0","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","893","113","2","1","55","7","235","2","1,308","61","TOTAL","659","132","1","0","5","0","51","39","887"
