"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","107","62","1","0","4","1","62","1","238","17","COUNTY TRANSFER - OUT","65","53","0","0","1","0","29","4","152"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","18","4","1","0","1","0","18","1","43","1","DEATH NOTICE","67","48","0","0","0","0","10","0","125"
"FROM ANOTHER BOARD","2","1","0","0","0","0","0","0","3","1","DUPLICATE","51","33","1","0","0","0","15","2","102"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","115","67","1","0","0","2","46","1","232"
"IN PERSON","1","1","0","0","0","0","0","0","2","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","179","71","0","0","14","1","74","6","345","32","MOVED OUT OF STATE","40","18","0","0","0","1","14","0","73"
"NVRA BY MAIL","6","3","0","0","0","0","0","0","9","1","OTHER","29","9","1","0","1","0","22","2","64"
"OTHER MEANS","6","3","0","0","1","0","2","0","12","121","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","7","0","0","0","1","0","3","1","12"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","319","145","2","0","20","2","156","8","652","178","TOTAL","375","228","3","0","3","3","139","10","761"
