"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","15","18","1","0","2","1","15","0","52","49","COUNTY TRANSFER - OUT","25","22","0","0","0","0","10","0","57"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","1","0","0","0","0","0","3","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","61","49","0","0","1","0","14","0","125"
"FROM ANOTHER BOARD","2","1","0","0","0","0","1","0","4","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","262","312","1","0","0","2","200","0","777"
"IN PERSON","0","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","94","83","1","0","27","1","82","1","289","61","MOVED OUT OF STATE","18","37","0","0","0","0","15","0","70"
"NVRA BY MAIL","5","5","0","0","0","0","3","0","13","1","OTHER","25","25","0","0","5","1","12","0","68"
"OTHER MEANS","1","2","0","0","1","0","0","0","4","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","384","421","4","0","1","3","320","0","1,133"
"SOCIAL SERVICES","2","0","0","0","0","0","3","0","5","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","120","111","2","0","30","2","104","1","370","112","TOTAL","776","866","5","0","7","6","574","0","2,234"
