"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","19","20","0","0","3","0","17","0","59","1","COUNTY TRANSFER - OUT","7","7","0","0","0","0","3","0","17"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","5","1","0","0","0","0","1","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","27","18","0","0","0","0","3","1","49"
"FROM ANOTHER BOARD","6","0","0","0","0","0","0","0","6","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","47","57","1","0","14","0","35","0","154","16","MOVED OUT OF STATE","5","6","0","0","1","0","2","0","14"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","0","1","0","0","0","0","3","0","4"
"OTHER MEANS","1","0","0","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","16","14","1","0","0","0","9","27","67"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","2","0","","","","","","","","","",""
"TOTAL","75","77","1","0","17","0","53","0","223","17","TOTAL","60","47","1","0","1","0","21","28","158"
