"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","4","0","0","1","3","0","10","3","BOARD ACTION","2","0","0","0","0","0","0","2"
"BY MAIL","820","424","0","6","7","406","8","1,671","1,115","CONFIRMATION MAIL","4","7","0","0","0","4","0","15"
"DESIGNATED STATE AGENCIES","112","41","0","0","1","32","3","189","11","COUNTY TRANSFER - OUT","2,807","1,144","2","19","31","997","34","5,034"
"ELDERLY / DISABLED","6","3","0","0","0","2","0","11","3","CRIMINAL CONVICTION","247","49","0","1","0","53","3","353"
"FROM ANOTHER BOARD","38","43","0","0","0","16","3","100","37","DEATH NOTICE","1,289","575","0","0","2","201","16","2,083"
"PROVISIONAL BALLOT","0","1","0","0","0","0","0","1","2","DUPLICATE","22","3","0","1","2","3","0","31"
"IN PERSON","22","16","0","0","1","9","0","48","4","MAIL VERIFICATION (NVRA)","4,382","2,058","0","30","44","1,872","149","8,535"
"MOTOR VEHICLE ADMINISTRATION","5109","1756","1","42","101","2518","54","9,581","1,396","MENTAL INCOMPETENCY","0","2","0","0","0","0","0","2"
"NVRA BY MAIL","30","18","1","0","1","10","1","61","5","MOVED OUT OF STATE","322","260","0","3","7","167","11","770"
"ONLINE REGISTRATION","265","154","0","2","13","110","7","551","28","OTHER","67","22","0","0","0","28","1","118"
"OTHER MEANS","43","14","0","0","0","13","0","70","387","VOTER REQUEST","6","4","0","0","0","4","1","15"
"RECRUITING","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"SOCIAL SERVICES","39","8","0","0","0","37","0","84","28","","","","","","","","",""
"VOLUNTEER","10","2","0","0","1","10","0","23","0","","","","","","","","",""
"TOTAL","6,496","2,484","2","50","126","3,166","76","12,400","3,019","TOTAL","9,148","4,124","2","54","86","3,329","215","16,958"
