"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","4","10","0","0","1","0","15","6","COUNTY TRANSFER - OUT","12","20","0","0","7","0","39"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","3","3","0","0","0","0","6"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","4","3","0","0","0","1","8","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","2","0","0","2","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","17","26","1","0","21","0","65","6","MOVED OUT OF STATE","1","1","0","0","0","0","2"
"NVRA BY MAIL","4","0","0","0","0","0","4","0","OTHER","1","4","0","0","1","0","6"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","1","4","0","0","1","0","6"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","1","0","2","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","30","42","1","0","25","1","99","12","TOTAL","18","32","0","0","9","0","59"
