"Garrett","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","3","7","0","0","5","1","16","18","COUNTY TRANSFER - OUT","2","10","0","0","2","0","14"
"DESIGNATED STATE AGENCIES","1","0","1","0","1","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","15","22","0","0","1","0","38"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","4","0","0","0","0","5","9","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","6","9","0","0","7","0","22","113","MOVED OUT OF STATE","1","1","0","0","2","0","4"
"NVRA BY MAIL","0","1","0","0","0","0","1","0","OTHER","0","1","0","0","2","0","3"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","1","2","0","0","0","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","11","21","1","0","13","1","47","140","TOTAL","19","36","0","0","7","0","62"
