"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","1","0","0","0","0","9","3","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","569","200","2","2","132","5","910","10","COUNTY TRANSFER-OUT","549","215","5","7","135","4","915"
"DESIGNATED STATE AGENCIES","3","2","0","0","1","1","7","0","CRIMINAL CONVICTION","6","5","0","0","1","0","12"
"ELDERLY / DISABLED","4","0","0","0","0","0","4","0","DEATH NOTICE","199","50","0","0","13","5","267"
"FROM ANOTHER BOARD","4","2","0","0","2","0","8","2","DUPLICATE","14","1","0","0","1","0","16"
"PROVISIONAL BALLOT","67","36","0","0","2","0","105","24","MAIL VERIFICATION (NVRA)","57","35","0","0","26","4","122"
"IN PERSON","33","11","0","1","5","0","50","22","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","614","184","8","5","229","4","1,044","75","MOVED OUT OF STATE","44","32","0","0","17","1","94"
"NVRA BY MAIL","92","27","1","1","43","0","164","1","OTHER","38","9","0","0","18","0","65"
"OTHER MEANS","52","12","1","0","13","0","78","268","VOTER REQUEST","3","0","0","0","1","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","11","1","0","0","2","0","14"
"SOCIAL SERVICES","12","1","0","0","7","0","20","4","","","","","","","",""
"VOLUNTEER","2","0","0","0","1","0","3","0","","","","","","","",""
"TOTAL","1,460","476","12","9","435","10","2,402","409","TOTAL","921","348","5","7","214","14","1,509"
