"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","5","6","0","0","8","0","19","3","COUNTY TRANSFER - OUT","98","93","0","0","7","0","198"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","5","8","0","0","0","0","13"
"FROM ANOTHER BOARD","2","1","0","0","0","0","3","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","3","0","0","0","0","4","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","2","0","0","0","0","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","23","18","1","0","14","0","56","8","MOVED OUT OF STATE","1","2","0","0","1","0","4"
"NVRA BY MAIL","14","2","0","0","0","0","16","0","OTHER","3","0","0","0","2","0","5"
"OTHER MEANS","5","0","0","0","1","0","6","39","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","9","2","0","0","2","0","13"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","0","3","0","","","","","","","",""
"TOTAL","55","31","1","0","23","0","110","51","TOTAL","116","105","0","0","12","0","233"
