"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","17","10","0","0","0","1","28","15","COUNTY TRANSFER - OUT","51","41","0","0","10","0","102"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","25","12","0","0","2","0","39"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","2","5","0","0","0","0","7","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","2","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","17","10","0","0","7","0","34","12","MOVED OUT OF STATE","2","4","0","0","1","0","7"
"NVRA BY MAIL","2","0","0","0","1","0","3","0","OTHER","1","1","0","0","0","0","2"
"OTHER MEANS","5","2","0","0","0","0","7","12","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","1","","","","","","","",""
"TOTAL","44","28","0","0","10","1","83","40","TOTAL","79","59","0","0","13","0","151"
