"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","19","33","1","0","21","0","74","2","COUNTY TRANSFER - OUT","41","24","0","0","7","0","72"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","1","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","2","3","0","0","0","0","5"
"FROM ANOTHER BOARD","0","2","0","0","0","0","2","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","5","11","0","0","2","0","18","6","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","1"
"IN PERSON","2","4","0","0","1","0","7","23","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","48","78","0","2","51","1","180","16","MOVED OUT OF STATE","2","2","0","0","1","0","5"
"NVRA BY MAIL","2","0","0","0","2","0","4","0","OTHER","0","0","0","0","1","0","1"
"OTHER MEANS","1","0","0","0","0","0","1","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","1","0","1","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","1","0","0","3","0","6","1","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","79","129","1","2","81","1","293","49","TOTAL","45","31","0","0","9","0","85"
