"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","1","0","2","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","677","98","2","6","256","7","1,046","28","COUNTY TRANSFER - OUT","548","91","3","2","92","22","758"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","5","0","0","0","2","0","7"
"ELDERLY / DISABLED","2","0","0","0","0","0","2","5","DEATH NOTICE","16","7","0","0","0","0","23"
"FROM ANOTHER BOARD","3","1","0","0","1","1","6","0","DUPLICATE","6","0","0","0","3","1","10"
"PROVISIONAL BALLOT","133","20","0","0","6","0","159","24","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","50","3","0","0","4","0","57","12","MENTAL INCOMPETENCY","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","1,585","146","5","14","433","10","2,193","278","MOVED OUT OF STATE","109","15","0","0","22","6","152"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","83","6","0","1","88","5","183"
"OTHER MEANS","41","6","0","0","20","1","68","73","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","0","0","2"
"SOCIAL SERVICES","20","1","0","0","4","0","25","6","","","","","","","",""
"VOLUNTEER","24","2","0","1","9","0","36","0","","","","","","","",""
"TOTAL","2,536","277","7","21","734","19","3,594","427","TOTAL","770","120","3","3","207","34","1,137"
