"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","6","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","316","277","2","1","216","3","815","4","COUNTY TRANSFER - OUT","247","141","1","5","98","2","494"
"DESIGNATED STATE AGENCIES","2","2","0","0","1","0","5","0","CRIMINAL CONVICTION","1","1","0","0","2","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","61","33","0","0","10","0","104"
"FROM ANOTHER BOARD","8","5","0","0","3","0","16","1","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","50","22","0","0","6","0","78","8","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","14","8","0","0","2","1","25","12","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","555","325","6","17","375","2","1,280","185","MOVED OUT OF STATE","57","50","3","0","20","0","130"
"NVRA BY MAIL","54","35","0","3","43","1","136","0","OTHER","4","0","0","0","4","0","8"
"OTHER MEANS","10","10","0","0","1","0","21","447","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","11","2","0","1","8","0","22","1","","","","","","","",""
"VOLUNTEER","14","6","0","2","14","0","36","0","","","","","","","",""
"TOTAL","1,034","692","8","24","669","7","2,434","664","TOTAL","372","226","4","5","134","2","743"
