"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","21","35","0","0","16","1","73","2","COUNTY TRANSFER - OUT","43","27","0","2","23","0","95"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","1","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","21","10","0","0","2","0","33"
"FROM ANOTHER BOARD","0","0","0","0","0","1","1","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","6","12","0","0","1","0","19","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","2","3","0","0","1","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","66","62","1","2","61","1","193","11","MOVED OUT OF STATE","9","10","0","0","5","1","25"
"NVRA BY MAIL","2","7","0","0","0","0","9","0","OTHER","0","0","0","0","1","0","1"
"OTHER MEANS","2","1","0","1","0","0","4","2","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","2","0","0","1","0","7"
"SOCIAL SERVICES","0","1","0","0","3","0","4","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","99","122","1","3","82","3","310","16","TOTAL","77","50","0","2","33","1","163"
