"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","1","0","2","784","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","65","56","0","2","55","1","179","35","COUNTY TRANSFER - OUT","61","36","0","1","35","1","134"
"DESIGNATED STATE AGENCIES","1","1","0","0","2","0","4","0","CRIMINAL CONVICTION","0","1","0","0","0","0","1"
"ELDERLY / DISABLED","0","1","0","0","0","0","1","0","DEATH NOTICE","14","12","0","0","4","0","30"
"FROM ANOTHER BOARD","3","6","0","0","1","0","10","9","DUPLICATE","0","1","0","0","1","0","2"
"PROVISIONAL BALLOT","14","24","0","0","3","0","41","38","MAIL VERIFICATION (NVRA)","1","2","0","0","1","0","4"
"IN PERSON","9","8","0","1","3","0","21","40","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","165","146","1","6","160","0","478","100","MOVED OUT OF STATE","54","67","1","2","33","0","157"
"NVRA BY MAIL","45","27","0","0","34","0","106","0","OTHER","19","16","0","1","12","1","49"
"OTHER MEANS","8","15","0","0","9","2","34","40","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","14","16","0","0","8","0","38"
"SOCIAL SERVICES","4","2","0","0","1","0","7","1","","","","","","","",""
"VOLUNTEER","1","0","0","0","3","0","4","0","","","","","","","",""
"TOTAL","316","286","1","9","272","3","887","1,047","TOTAL","163","151","1","4","94","2","415"
