"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","1","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","61","90","0","1","45","5","202","9","COUNTY TRANSFER - OUT","39","54","0","1","34","1","129"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","4","0","0","0","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","9","10","0","0","3","0","22"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","1","1","0","0","0","0","2"
"PROVISIONAL BALLOT","5","11","0","0","1","1","18","23","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","3","7","0","0","3","0","13","6","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","75","138","3","5","93","0","314","38","MOVED OUT OF STATE","9","35","0","0","15","0","59"
"NVRA BY MAIL","12","18","0","0","17","0","47","0","OTHER","1","4","0","0","6","0","11"
"OTHER MEANS","1","4","0","0","3","0","8","0","VOTER REQUEST","0","2","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","1","0","0","3","0","4","0","","","","","","","",""
"VOLUNTEER","2","2","0","0","3","0","7","0","","","","","","","",""
"TOTAL","159","271","3","6","169","6","614","76","TOTAL","59","110","0","1","58","1","229"
