"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","0","0","0","0","0","4","0","BOARD ACTION","0","0","0","0","1","0","1"
"BY MAIL","445","69","1","6","120","4","645","154","COUNTY TRANSFER - OUT","788","107","3","0","95","3","996"
"DESIGNATED STATE AGENCIES","27","3","0","0","1","0","31","0","CRIMINAL CONVICTION","32","1","0","0","4","0","37"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","1","DEATH NOTICE","32","3","0","0","0","0","35"
"FROM ANOTHER BOARD","2","2","0","0","0","0","4","2","DUPLICATE","6","0","0","0","2","0","8"
"PROVISIONAL BALLOT","79","14","0","1","4","0","98","21","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","57","4","0","0","4","0","65","22","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","878","109","3","7","221","2","1,220","123","MOVED OUT OF STATE","170","45","1","0","52","1","269"
"NVRA BY MAIL","10","1","0","0","2","1","14","3","OTHER","16","0","0","0","3","0","19"
"OTHER MEANS","19","5","0","0","6","0","30","10","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","1","0","3"
"SOCIAL SERVICES","27","8","0","0","5","0","40","8","","","","","","","",""
"VOLUNTEER","23","0","0","0","8","0","31","0","","","","","","","",""
"TOTAL","1,571","215","4","14","371","7","2,182","344","TOTAL","1,047","156","4","0","158","4","1,369"
