"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","17","6","0","1","8","0","32","799","BOARD ACTION","1","1","0","0","1","0","3"
"BY MAIL","3,210","1,374","15","28","1,343","54","6,024","686","COUNTY TRANSFER - OUT","3,942","1,522","18","31","1,133","56","6,702"
"DESIGNATED STATE AGENCIES","47","13","1","0","15","3","79","0","CRIMINAL CONVICTION","47","16","0","0","12","0","75"
"ELDERLY / DISABLED","8","2","0","0","0","0","10","6","DEATH NOTICE","614","343","0","2","69","6","1,034"
"FROM ANOTHER BOARD","32","29","0","0","9","6","76","23","DUPLICATE","34","9","0","0","11","1","55"
"PROVISIONAL BALLOT","546","277","0","1","34","2","860","330","MAIL VERIFICATION (NVRA)","212","108","0","1","81","4","406"
"IN PERSON","234","101","0","2","49","2","388","410","MENTAL INCOMPETENCY","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","5,259","1,916","42","81","2,410","40","9,748","1,254","MOVED OUT OF STATE","678","460","8","8","259","15","1,428"
"NVRA BY MAIL","340","184","1","5","193","4","727","10","OTHER","211","68","0","3","169","7","458"
"OTHER MEANS","201","72","1","2","80","3","359","1,172","VOTER REQUEST","18","14","0","0","9","0","41"
"RECRUITING","0","0","0","0","1","0","1","0","CONFIRMATION MAIL","64","39","0","0","21","0","124"
"SOCIAL SERVICES","108","22","0","1","52","0","183","32","","","","","","","",""
"VOLUNTEER","131","20","0","3","54","0","208","1","","","","","","","",""
"TOTAL","10,133","4,016","60","124","4,248","114","18,695","4,723","TOTAL","5,822","2,580","26","45","1,765","89","10,327"
