"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","68","62","0","1","16","0","147","89","COUNTY TRANSFER - OUT","44","39","1","0","15","0","99"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","3","6","0","0","0","1","10"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","2","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","2","7","0","0","0","0","9","7","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","3","5","0","0","1","0","9","12","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","100","54","0","1","73","2","230","39","MOVED OUT OF STATE","4","11","0","0","2","0","17"
"NVRA BY MAIL","15","2","0","0","5","1","23","2","OTHER","3","2","0","0","9","0","14"
"OTHER MEANS","1","1","0","0","0","0","2","10","VOTER REQUEST","5","1","0","0","0","0","6"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","6","0","0","0","2","0","8","2","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","0","2","0","","","","","","","",""
"TOTAL","197","132","0","2","97","3","431","163","TOTAL","59","59","1","0","26","1","146"
