"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","1","0","0","4","0","8","1","BOARD ACTION","1","0","0","0","0","0","1"
"BY MAIL","493","117","2","5","242","12","871","55","COUNTY TRANSFER - OUT","388","105","0","1","122","2","618"
"DESIGNATED STATE AGENCIES","1","2","0","0","0","1","4","0","CRIMINAL CONVICTION","2","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","61","48","0","0","12","0","121"
"FROM ANOTHER BOARD","6","1","0","0","1","1","9","4","DUPLICATE","1","3","0","0","0","0","4"
"PROVISIONAL BALLOT","60","27","0","0","4","0","91","90","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","1"
"IN PERSON","16","4","0","0","7","0","27","174","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","94","18","2","0","52","2","168","19","MOVED OUT OF STATE","86","42","1","2","30","0","161"
"NVRA BY MAIL","0","1","0","0","0","0","1","0","OTHER","23","5","0","1","6","0","35"
"OTHER MEANS","23","9","0","0","13","0","45","30","VOTER REQUEST","0","1","0","0","2","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","0","0","0","2","0","7"
"SOCIAL SERVICES","5","0","0","0","4","0","9","4","","","","","","","",""
"VOLUNTEER","18","5","0","0","6","0","29","0","","","","","","","",""
"TOTAL","719","185","4","5","333","16","1,262","377","TOTAL","568","204","1","4","174","2","953"
