"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","1","0","0","0","0","4","1","BOARD ACTION","2","1","0","0","7","1","11"
"BY MAIL","316","94","2","3","148","5","568","355","CONFIRMATION MAIL","139","101","2","5","82","2","331"
"DESIGNATED STATE AGENCIES","7","1","0","0","4","1","13","0","COUNTY TRANSFER - OUT","3,300","1,152","22","44","1,171","47","5,736"
"ELDERLY / DISABLED / SOC SEC","254","47","1","1","121","6","430","1","CRIMINAL CONVICTION","95","32","0","1","27","0","155"
"ERIC REPORT","777","159","4","5","251","18","1,214","19","DEATH NOTICE","2,084","738","4","7","231","16","3,080"
"FROM ANOTHER BOARD","7","3","0","0","1","0","11","2","DUPLICATE","41","16","1","0","22","2","82"
"PROVISIONAL BALLOT","0","0","0","0","1","0","1","2","MAIL VERIFICATION (NVRA)","3,670","2,085","25","68","1,985","58","7,891"
"IN PERSON","12","10","0","0","11","1","34","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","6574","2915","62","175","3756","85","13,567","924","MOVED OUT OF STATE","849","538","6","11","325","28","1,757"
"NVRA BY MAIL","9","4","0","1","0","0","14","13","OTHER","28","11","0","0","15","1","55"
"ONLINE REGISTRATION","146","46","3","2","61","2","260","14","VOTER REQUEST","12","6","0","0","2","1","21"
"OTHER MEANS","94","21","0","3","54","5","177","103","","","","","","","",""
"RECRUITING","0","1","0","0","0","0","1","0","","","","","","","",""
"SOCIAL SERVICES","14","1","0","0","8","0","23","16","","","","","","","",""
"VOLUNTEER","191","33","0","0","103","1","328","0","","","","","","","",""
"TOTAL","8,404","3,336","72","190","4,519","124","16,645","1,453","TOTAL","10,220","4,680","60","136","3,867","156","19,119"
