"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","8","11","0","0","2","0","21","0","COUNTY TRANSFER - OUT","80","82","2","1","41","1","207"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","27","23","0","0","6","0","56"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","3","8","0","0","1","0","12","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","19","19","0","1","12","3","54","13","MOVED OUT OF STATE","1","0","0","0","2","0","3"
"NVRA BY MAIL","1","1","0","0","0","0","2","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","1","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","1","0","0","2","0","4","0","","","","","","","",""
"VOLUNTEER","1","2","0","0","1","0","4","0","","","","","","","",""
"TOTAL","33","42","0","1","19","3","98","13","TOTAL","109","105","2","1","49","1","267"
