"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","10","6","0","0","1","0","17","10","COUNTY TRANSFER - OUT","11","7","0","0","6","2","26"
"DESIGNATED STATE AGENCIES","1","2","0","0","1","0","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","78","64","0","0","8","3","153"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","7","0","0","1","0","9","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","33","49","0","2","37","0","121","174","MOVED OUT OF STATE","1","1","1","0","0","1","4"
"NVRA BY MAIL","2","7","0","0","3","0","12","1","OTHER","4","1","0","0","3","0","8"
"OTHER MEANS","0","0","0","0","0","0","0","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","1","1","0","2","0","","","","","","","",""
"VOLUNTEER","3","3","0","0","0","0","6","0","","","","","","","",""
"TOTAL","50","75","0","3","44","0","172","187","TOTAL","94","74","1","0","17","6","192"
