"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","0","0","0","0","0","3","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","31","25","0","0","10","3","69","13","COUNTY TRANSFER - OUT","18","18","0","1","7","0","44"
"DESIGNATED STATE AGENCIES","3","3","0","0","1","0","7","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","53","40","0","0","9","1","103"
"FROM ANOTHER BOARD","8","8","0","0","5","2","23","1","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","35","47","1","0","27","1","111","11","MOVED OUT OF STATE","4","3","0","0","1","0","8"
"NVRA BY MAIL","4","4","0","0","4","1","13","3","OTHER","1","0","0","0","0","0","1"
"OTHER MEANS","1","1","0","0","0","0","2","24","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","1","0","2"
"SOCIAL SERVICES","1","0","0","0","3","0","4","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","87","89","1","0","50","7","234","52","TOTAL","77","61","0","1","18","1","158"
