"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","4","0","0","1","0","7","3","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","20","45","1","1","17","0","84","9","COUNTY TRANSFER - OUT","39","17","1","1","12","0","70"
"DESIGNATED STATE AGENCIES","4","0","0","0","3","0","7","0","CRIMINAL CONVICTION","0","1","0","0","0","0","1"
"ELDERLY / DISABLED","1","3","0","0","0","0","4","1","DEATH NOTICE","33","10","0","0","8","0","51"
"FROM ANOTHER BOARD","3","1","0","0","0","0","4","1","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","3","5","0","0","1","0","9","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","69","49","1","0","52","1","172","60","MOVED OUT OF STATE","2","9","0","0","3","2","16"
"NVRA BY MAIL","1","2","0","0","2","0","5","2","OTHER","1","0","0","0","0","0","1"
"OTHER MEANS","1","0","0","0","1","0","2","3","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","1","0","0","0","0","1","2","","","","","","","",""
"VOLUNTEER","6","8","1","0","9","0","24","0","","","","","","","",""
"TOTAL","110","118","3","1","86","1","319","82","TOTAL","76","37","1","1","23","2","140"
