"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","21","9","0","0","8","0","38","14","BOARD ACTION","0","1","0","0","0","0","1"
"BY MAIL","563","183","6","2","236","9","999","103","COUNTY TRANSFER - OUT","327","97","2","1","107","0","534"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","1","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","4","0","0","0","3","0","7","3","DEATH NOTICE","26","14","0","0","9","0","49"
"FROM ANOTHER BOARD","3","2","0","0","1","1","7","9","DUPLICATE","25","6","0","0","8","0","39"
"PROVISIONAL BALLOT","11","1","0","0","1","0","13","19","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","59","28","0","0","15","0","102","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","925","251","2","8","500","10","1,696","291","MOVED OUT OF STATE","98","58","0","1","52","1","210"
"NVRA BY MAIL","0","1","0","0","1","0","2","0","OTHER","7","2","0","0","7","0","16"
"OTHER MEANS","17","4","0","0","10","1","32","22","VOTER REQUEST","1","0","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","4","0","0","0","4","0","8","0","","","","","","","",""
"VOLUNTEER","32","10","0","0","8","0","50","0","","","","","","","",""
"TOTAL","1,640","489","8","10","787","21","2,955","466","TOTAL","485","178","2","2","184","1","852"
