"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","125","51","2","0","23","3","204","89","BOARD ACTION","6","1","0","0","10","1","18"
"BY MAIL","3,206","1,676","23","26","1,252","48","6,231","649","COUNTY TRANSFER - OUT","3,742","1,442","22","35","1,058","56","6,355"
"DESIGNATED STATE AGENCIES","24","21","0","0","12","0","57","5","CRIMINAL CONVICTION","82","40","0","0","27","1","150"
"ELDERLY / DISABLED","104","18","0","0","20","0","142","33","DEATH NOTICE","3,188","1,168","3","0","316","46","4,721"
"FROM ANOTHER BOARD","58","36","0","0","27","5","126","35","DUPLICATE","154","39","1","0","31","6","231"
"PROVISIONAL BALLOT","67","24","0","0","5","0","96","33","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","1"
"IN PERSON","239","200","0","2","69","1","511","23","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","6,846","2,323","42","79","3,101","47","12,438","1,576","MOVED OUT OF STATE","559","424","4","5","275","11","1,278"
"NVRA BY MAIL","173","165","0","2","129","3","472","27","OTHER","108","25","1","2","71","3","210"
"OTHER MEANS","327","157","2","3","158","6","653","1,224","VOTER REQUEST","7","4","0","0","1","0","12"
"RECRUITING","1","0","0","0","1","0","2","0","CONFIRMATION MAIL","10","1","0","1","4","0","16"
"SOCIAL SERVICES","106","15","0","1","55","1","178","39","","","","","","","",""
"VOLUNTEER","334","101","5","1","125","3","569","0","","","","","","","",""
"TOTAL","11,610","4,787","74","114","4,977","117","21,679","3,733","TOTAL","7,857","3,144","31","43","1,793","124","12,992"
