"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","3","0","0","3","0","14","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","81","77","0","5","39","4","206","3","COUNTY TRANSFER - OUT","143","116","2","4","59","2","326"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","122","79","1","0","14","0","216"
"FROM ANOTHER BOARD","6","3","0","0","2","1","12","0","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","1","2","0","0","0","0","3","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","2","7","0","0","3","0","12","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","230","176","1","7","170","6","590","18","MOVED OUT OF STATE","16","17","0","0","4","1","38"
"NVRA BY MAIL","13","5","0","0","6","0","24","12","OTHER","2","1","0","0","0","0","3"
"OTHER MEANS","3","2","0","0","1","0","6","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","1","0","0","0","0","3","0","","","","","","","",""
"VOLUNTEER","7","11","1","0","7","0","26","0","","","","","","","",""
"TOTAL","355","287","2","12","231","11","898","33","TOTAL","284","213","3","4","77","3","584"
