"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","2","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","78","102","0","2","47","2","231","33","COUNTY TRANSFER - OUT","119","73","0","3","71","0","266"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","7","5","0","0","2","0","14"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","61","56","0","0","13","0","130"
"FROM ANOTHER BOARD","0","0","0","0","1","0","1","0","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","2","0","0","2","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","119","101","1","1","91","0","313","29","MOVED OUT OF STATE","5","6","0","0","1","0","12"
"NVRA BY MAIL","1","7","0","0","4","0","12","0","OTHER","3","1","0","0","2","0","6"
"OTHER MEANS","5","3","0","0","4","0","12","0","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","0","0","0","0","0","2","0","","","","","","","",""
"VOLUNTEER","0","1","0","0","1","0","2","0","","","","","","","",""
"TOTAL","208","216","1","3","150","2","580","63","TOTAL","196","142","0","3","89","0","430"
