"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","28","6","1","0","1","1","37","2","BOARD ACTION","0","0","0","0","1","0","1"
"BY MAIL","601","263","5","3","158","5","1,035","8","COUNTY TRANSFER-OUT","762","245","5","7","187","10","1,216"
"DESIGNATED STATE AGENCIES","7","3","0","0","1","0","11","0","CRIMINAL CONVICTION","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","9","4","0","0","1","0","14","1","DEATH NOTICE","827","284","0","0","65","8","1,184"
"FROM ANOTHER BOARD","13","7","0","0","0","0","20","1","DUPLICATE","19","5","0","0","5","0","29"
"PROVISIONAL BALLOT","11","4","0","0","0","0","15","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","17","3","0","0","3","0","23","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","992","333","6","6","419","5","1,761","39","MOVED OUT OF STATE","38","22","1","0","16","0","77"
"NVRA BY MAIL","76","33","0","0","31","1","141","0","OTHER","7","2","0","0","7","0","16"
"OTHER MEANS","12","8","0","0","3","0","23","254","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","1","2","0","5"
"SOCIAL SERVICES","19","1","0","0","7","0","27","13","","","","","","","",""
"VOLUNTEER","18","11","0","0","12","0","41","0","","","","","","","",""
"TOTAL","1,803","676","12","9","636","12","3,148","319","TOTAL","1,656","558","6","8","284","18","2,530"
