"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","24","6","1","0","7","1","39","2","BOARD ACTION","3","0","0","0","1","0","4"
"BY MAIL","540","87","3","2","139","4","775","167","COUNTY TRANSFER - OUT","760","104","2","2","104","2","974"
"DESIGNATED STATE AGENCIES","4","1","0","0","1","0","6","0","CRIMINAL CONVICTION","7","0","0","0","0","0","7"
"ELDERLY / DISABLED","25","1","0","0","1","0","27","2","DEATH NOTICE","761","82","0","0","48","1","892"
"FROM ANOTHER BOARD","5","2","0","0","4","0","11","1","DUPLICATE","25","5","0","0","1","0","31"
"PROVISIONAL BALLOT","5","2","0","0","0","0","7","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","18","4","0","0","3","0","25","5","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,157","154","7","5","293","3","1,619","122","MOVED OUT OF STATE","58","7","2","0","26","0","93"
"NVRA BY MAIL","8","3","0","0","3","0","14","1","OTHER","12","2","0","0","6","1","21"
"OTHER MEANS","62","5","0","0","7","1","75","5","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","29","2","0","0","8","0","39","11","","","","","","","",""
"VOLUNTEER","147","4","2","1","25","0","179","0","","","","","","","",""
"TOTAL","2,024","271","13","8","491","9","2,816","317","TOTAL","1,627","200","4","2","186","4","2,023"
