"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","43","73","0","0","35","1","152","13","COUNTY TRANSFER - OUT","32","18","0","0","19","0","69"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","3","CRIMINAL CONVICTION","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","10","5","0","0","2","0","17","0","DEATH NOTICE","29","20","0","0","0","1","50"
"FROM ANOTHER BOARD","2","0","0","0","1","0","3","7","DUPLICATE","2","1","0","0","2","0","5"
"PROVISIONAL BALLOT","0","0","0","0","1","0","1","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","5","0","1","1","0","8","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","86","71","2","1","73","0","233","42","MOVED OUT OF STATE","7","14","0","0","6","0","27"
"NVRA BY MAIL","1","1","0","0","2","0","4","0","OTHER","5","1","0","0","2","0","8"
"OTHER MEANS","5","5","0","0","9","0","19","10","VOTER REQUEST","0","2","0","0","0","0","2"
"RECRUITING","1","0","0","0","0","0","1","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","0","0","0","1","0","3","0","","","","","","","",""
"VOLUNTEER","5","8","1","0","6","0","20","0","","","","","","","",""
"TOTAL","157","169","3","2","131","1","463","77","TOTAL","75","56","0","0","30","1","162"
