"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","3","9","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","75","101","0","1","52","1","230","60","COUNTY TRANSFER - OUT","143","117","3","4","80","1","348"
"DESIGNATED STATE AGENCIES","0","4","0","0","1","0","5","1","CRIMINAL CONVICTION","1","0","0","0","3","0","4"
"ELDERLY / DISABLED","2","0","0","0","2","0","4","0","DEATH NOTICE","96","82","0","0","17","0","195"
"FROM ANOTHER BOARD","3","1","0","0","6","1","11","4","DUPLICATE","2","1","1","0","0","0","4"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","10","15","0","0","3","0","28","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","182","133","2","8","134","2","461","63","MOVED OUT OF STATE","151","177","0","2","86","0","416"
"NVRA BY MAIL","17","26","0","0","13","0","56","3","OTHER","4","5","0","0","1","0","10"
"OTHER MEANS","52","52","0","1","35","1","141","39","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","0","2"
"SOCIAL SERVICES","3","2","0","0","7","0","12","0","","","","","","","",""
"VOLUNTEER","6","5","0","0","7","0","18","0","","","","","","","",""
"TOTAL","352","340","2","10","260","5","969","179","TOTAL","399","382","4","6","187","1","979"
