"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","3","0","0","0","1","8","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","79","40","0","0","31","1","151","55","COUNTY TRANSFER - OUT","100","28","0","1","19","1","149"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","4","3","0","0","0","0","7","0","DEATH NOTICE","71","25","1","0","11","1","109"
"FROM ANOTHER BOARD","3","0","0","0","1","0","4","0","DUPLICATE","2","1","0","0","0","0","3"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","22","9","0","0","2","0","33","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","226","35","0","2","59","1","323","40","MOVED OUT OF STATE","17","11","0","0","8","0","36"
"NVRA BY MAIL","4","0","0","0","1","0","5","0","OTHER","0","0","0","0","1","0","1"
"OTHER MEANS","6","1","0","0","3","0","10","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","4","0","0","0","1","0","5","1","","","","","","","",""
"VOLUNTEER","2","0","0","0","3","0","5","0","","","","","","","",""
"TOTAL","355","91","0","2","101","3","552","97","TOTAL","191","65","1","1","39","2","299"
