"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","1","0","0","0","0","9","39","BOARD ACTION","0","0","0","0","7","0","7"
"BY MAIL","197","203","3","4","129","1","537","5","COUNTY TRANSFER - OUT","235","136","0","1","88","1","461"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","37","28","0","0","15","0","80"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","1","DEATH NOTICE","35","26","0","0","7","0","68"
"FROM ANOTHER BOARD","7","4","0","0","2","0","13","1","DUPLICATE","9","6","0","0","0","0","15"
"PROVISIONAL BALLOT","7","8","0","0","0","0","15","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","10","12","0","0","2","0","24","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","514","305","5","9","364","6","1,203","174","MOVED OUT OF STATE","36","35","0","0","20","0","91"
"NVRA BY MAIL","22","18","0","0","28","0","68","0","OTHER","8","4","0","1","3","0","16"
"OTHER MEANS","18","16","1","0","15","0","50","386","VOTER REQUEST","1","1","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","1","0","1"
"SOCIAL SERVICES","7","0","0","0","3","0","10","1","","","","","","","",""
"VOLUNTEER","14","16","0","0","18","0","48","0","","","","","","","",""
"TOTAL","805","583","9","13","561","7","1,978","610","TOTAL","361","236","0","2","141","1","741"
