"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","36","32","0","0","22","1","91","0","COUNTY TRANSFER - OUT","16","13","0","0","4","0","33"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","1","1","0","0","0","0","2","0","DEATH NOTICE","1","4","0","0","0","0","5"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","2","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","12","14","0","0","1","0","27","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","19","21","0","1","22","0","63","0","MOVED OUT OF STATE","3","7","0","0","3","0","13"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","1","0","0","0","0","0","1"
"OTHER MEANS","1","0","0","0","0","0","1","50","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","1","0","0","0","0","2","0","","","","","","","",""
"VOLUNTEER","2","1","0","0","1","0","4","0","","","","","","","",""
"TOTAL","72","70","0","1","46","1","190","50","TOTAL","21","26","0","0","7","0","54"
