"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","2","0","0","1","0","8","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","57","113","0","1","64","3","238","13","COUNTY TRANSFER - OUT","47","63","1","1","37","2","151"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","93","86","0","0","17","1","197"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","2","0","0","0","0","3","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","9","20","0","0","4","0","33","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","86","127","3","6","114","1","337","45","MOVED OUT OF STATE","10","16","0","0","9","1","36"
"NVRA BY MAIL","3","12","0","0","7","0","22","2","OTHER","0","2","0","0","2","0","4"
"OTHER MEANS","2","3","0","0","4","0","9","2","VOTER REQUEST","2","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","3","3","0","0","8","0","14","1","","","","","","","",""
"VOLUNTEER","3","3","0","0","0","0","6","0","","","","","","","",""
"TOTAL","169","286","3","7","202","4","671","64","TOTAL","152","167","1","1","65","4","390"
